"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] PlayerNameComparatorJaccard record1Value","[0] PlayerNameComparatorJaccard record2Value","[0] PlayerNameComparatorJaccard record1PreprocessedValue","[0] PlayerNameComparatorJaccard record2PreprocessedValue","[0] PlayerNameComparatorJaccard similarity","[0] PlayerNameComparatorJaccard postproccesedSimilarity","[1] PlayerClubComparatorJaccard record1Value","[1] PlayerClubComparatorJaccard record2Value","[1] PlayerClubComparatorJaccard record1PreprocessedValue","[1] PlayerClubComparatorJaccard record2PreprocessedValue","[1] PlayerClubComparatorJaccard similarity","[1] PlayerClubComparatorJaccard postproccesedSimilarity","[2] PlayerNationalityComparatorJaccard record1Value","[2] PlayerNationalityComparatorJaccard record2Value","[2] PlayerNationalityComparatorJaccard record1PreprocessedValue","[2] PlayerNationalityComparatorJaccard record2PreprocessedValue","[2] PlayerNationalityComparatorJaccard similarity","[2] PlayerNationalityComparatorJaccard postproccesedSimilarity","[3] PlayerContractExpComparatorEqual record1Value","[3] PlayerContractExpComparatorEqual record2Value","[3] PlayerContractExpComparatorEqual record1PreprocessedValue","[3] PlayerContractExpComparatorEqual record2PreprocessedValue","[3] PlayerContractExpComparatorEqual similarity","[3] PlayerContractExpComparatorEqual postproccesedSimilarity","[4] PlayerPositionComparatorJaccard record1Value","[4] PlayerPositionComparatorJaccard record2Value","[4] PlayerPositionComparatorJaccard record1PreprocessedValue","[4] PlayerPositionComparatorJaccard record2PreprocessedValue","[4] PlayerPositionComparatorJaccard similarity","[4] PlayerPositionComparatorJaccard postproccesedSimilarity"
"WekaMatchingRule","prediction_2154","202556","0.8807970779778825","1","Memphis Depay","M. Depay","Memphis Depay","M. Depay","0.4","0.4","OlympiqueLyon","Olympique Lyonnais","OlympiqueLyon","Olympique Lyonnais","0.0","0.0","Netherlands","Netherlands","Netherlands","Netherlands","1.0","1.0","2021","2021","2021","2021","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_8640","230511","0.8807970779778825",,"Lucas França","Emílio Trevões","Lucas França","Emílio Trevões","0.0","0.0","Nacional","Vitória","Nacional","Vitória","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0","2019","2021","2019","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_6452","245501","0.8807970779778825",,"Liam Grimshaw","I. Olaofe","Liam Grimshaw","I. Olaofe","0.0","0.0","MotherwellFC","Millwall","MotherwellFC","Millwall","0.0","0.0","England","England","England","England","1.0","1.0","2019","2019","2019","2019","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_9118","241812","0.8807970779778825",,"Django Warmerdam","L. Kramer","Django Warmerdam","L. Kramer","0.058823529411764705","0.058823529411764705","FCGroningen","FC Groningen","FCGroningen","FC Groningen","0.0","0.0","Netherlands","Netherlands","Netherlands","Netherlands","1.0","1.0","2020","2020","2020","2020","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_10369","208776","0.8807970779778825",,"Jan0Ingwer Callsen0Bracker","F. Stritzel","Jan0Ingwer Callsen0Bracker","F. Stritzel","0.0","0.0","FCAugsburg","SV Darmstadt 98","FCAugsburg","SV Darmstadt 98","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","2019","2019","2019","2019","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_5726","209621","0.8807970779778825",,"RafaelSabino","Mattheus Oliveira","RafaelSabino","Mattheus Oliveira","0.0","0.0","FKLviv","Vitória Guimarães","FKLviv","Vitória Guimarães","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0","2022","0001","2022","0001","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_7034","243609","0.8807970779778825",,"Tiago Pinto","Diogo Santos","Tiago Pinto","Diogo Santos","0.0625","0.0625","Ankaragücü","Santa Clara","Ankaragücü","Santa Clara","0.0","0.0","Portugal","Portugal","Portugal","Portugal","1.0","1.0","2021","2019","2021","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_7056","230348","0.8807970779778825",,"RenatoNeto","Lafortiscinho","RenatoNeto","Lafortiscinho","0.0","0.0","KAAGent","Botafogo","KAAGent","Botafogo","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0","2019","2021","2019","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_4011","210812","0.8807970779778825",,"Guillermo Molins","D. Olsson","Guillermo Molins","D. Olsson","0.0","0.0","MalmöFF","GIF Sundsvall","MalmöFF","GIF Sundsvall","0.0","0.0","Sweden","Sweden","Sweden","Sweden","1.0","1.0","2021","2018","2021","2018","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_3607","228716","0.8807970779778825",,"Jesús Jiménez","Kevin","Jesús Jiménez","Kevin","0.0","0.0","GórnikZabrze","RC Celta","GórnikZabrze","RC Celta","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2021","2023","2021","2023","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_10001","195262","0.8807970779778825",,"Robin Gosens","A. Grimaldi","Robin Gosens","A. Grimaldi","0.0","0.0","Atalanta","TSV 1860 München","Atalanta","TSV 1860 München","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","2020","2021","2020","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_9520","221539","0.8807970779778825",,"Andrés Fernández","Carrillo","Andrés Fernández","Carrillo","0.0","0.0","Villarreal","Cádiz CF","Villarreal","Cádiz CF","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2021","2020","2021","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_4205","203606","0.12768674607438613",,"Lukas Bartosak","J. Skalák","Lukas Bartosak","J. Skalák","0.0","0.0","FCZlin","Millwall","FCZlin","Millwall","0.0","0.0","CzechRepublic","Czech Republic","CzechRepublic","Czech Republic","0.0","0.0","1582","2021","1582","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_3814","176676","0.8807970779778825",,"Paulinho","Marcelo","Paulinho","Marcelo","0.0","0.0","Häcken","Real Madrid","Häcken","Real Madrid","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0","2019","2022","2019","2022","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_669","236551","0.8807970779778825",,"Joe Gomez","H. Darling","Joe Gomez","H. Darling","0.0","0.0","Liverpool","Cambridge United","Liverpool","Cambridge United","0.0","0.0","England","England","England","England","1.0","1.0","2024","2021","2024","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_7248","230506","0.8807970779778825",,"Titi","Adão Salvadaldo","Titi","Adão Salvadaldo","0.0","0.0","Göztepe","Atlético Paranaense","Göztepe","Atlético Paranaense","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0","2020","2021","2020","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_7248","230507","0.8807970779778825",,"Titi","Nicholas Aldair","Titi","Nicholas Aldair","0.0","0.0","Göztepe","Fluminense","Göztepe","Fluminense","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0","2020","2021","2020","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_8444","243617","0.8807970779778825",,"Robert Klaasen","F. Serrarens","Robert Klaasen","F. Serrarens","0.0","0.0","DeGraafschap","De Graafschap","DeGraafschap","De Graafschap","0.0","0.0","Netherlands","Netherlands","Netherlands","Netherlands","1.0","1.0","2019","2019","2019","2019","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_2984","204821","0.8807970779778825",,"Jonathan Harboe","Y. Toutouh","Jonathan Harboe","Y. Toutouh","0.0","0.0","OdenseBK","Aarhus GF","OdenseBK","Aarhus GF","0.0","0.0","Denmark","Denmark","Denmark","Denmark","1.0","1.0","2021","2020","2021","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_6125","223427","0.8807970779778825",,"Sandi Lovric","L. Jäger","Sandi Lovric","L. Jäger","0.0","0.0","SturmGraz","1. FC Nürnberg","SturmGraz","1. FC Nürnberg","0.0","0.0","Austria","Austria","Austria","Austria","1.0","1.0","2019","2020","2019","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_6125","223426","0.8807970779778825",,"Sandi Lovric","B. Zech","Sandi Lovric","B. Zech","0.0","0.0","SturmGraz","SCR Altach","SturmGraz","SCR Altach","0.0","0.0","Austria","Austria","Austria","Austria","1.0","1.0","2019","2019","2019","2019","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_10038","244190","0.8807970779778825",,"Vittorio Parigini","F. Sgarbi","Vittorio Parigini","F. Sgarbi","0.0","0.0","Torino","Perugia","Torino","Perugia","0.0","0.0","Italy","Italy","Italy","Italy","1.0","1.0","2020","2021","2020","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_9443","244670","0.8807970779778825",,"Francis Guerrero","Javi Pérez","Francis Guerrero","Javi Pérez","0.0","0.0","RealBetis","Extremadura UD","RealBetis","Extremadura UD","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2022","2020","2022","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_1246","234278","0.8807970779778825",,"Ron0Robert Zieler","S. Breitkreuz","Ron0Robert Zieler","S. Breitkreuz","0.0","0.0","VfBStuttgart","FC Erzgebirge Aue","VfBStuttgart","FC Erzgebirge Aue","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","2020","2021","2020","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_5366","196952","0.8807970779778825",,"Andrew Nelson","J. Bidwell","Andrew Nelson","J. Bidwell","0.0","0.0","DundeeFC","Queens Park Rangers","DundeeFC","Queens Park Rangers","0.0","0.0","England","England","England","England","1.0","1.0","2021","2019","2021","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_1246","234279","0.8807970779778825",,"Ron0Robert Zieler","C. Rizzuto","Ron0Robert Zieler","C. Rizzuto","0.0","0.0","VfBStuttgart","FC Erzgebirge Aue","VfBStuttgart","FC Erzgebirge Aue","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","2020","2019","2020","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_9585","220123","0.8807970779778825",,"Thomas Lemar","F. Mendy","Thomas Lemar","F. Mendy","0.0","0.0","AtléticoMadrid","Red Star FC","AtléticoMadrid","Red Star FC","0.0","0.0","France","France","France","France","1.0","1.0","2023","2021","2023","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_9274","201403","0.8807970779778825",,"Rubén Rochina","Álvaro","Rubén Rochina","Álvaro","0.0","0.0","Levante","Real Zaragoza","Levante","Real Zaragoza","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2021","0001","2021","0001","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_9293","113422","0.8807970779778825",,"PedroLeón","David Villa","PedroLeón","David Villa","0.0","0.0","SDEibar","New York City FC","SDEibar","New York City FC","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2020","2018","2020","2018","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_669","236550","0.8807970779778825",,"Joe Gomez","M. Ndjoli","Joe Gomez","M. Ndjoli","0.0","0.0","Liverpool","Kilmarnock","Liverpool","Kilmarnock","0.0","0.0","England","England","England","England","1.0","1.0","2024","0001","2024","0001","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_6413","138251","0.8807970779778825",,"Michael Devlin","R. Foster","Michael Devlin","R. Foster","0.0","0.0","AberdeenFC","St. Johnstone FC","AberdeenFC","St. Johnstone FC","0.0","0.0","Scotland","Scotland","Scotland","Scotland","1.0","1.0","2021","2019","2021","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_268","162993","0.8807970779778825",,"Peter Crouch","J. Perch","Peter Crouch","J. Perch","0.08333333333333333","0.08333333333333333","Burnley","Scunthorpe United","Burnley","Scunthorpe United","0.0","0.0","England","England","England","England","1.0","1.0","2019","2020","2019","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_8899","246593","0.8807970779778825",,"Pol Llonch","Javito","Pol Llonch","Javito","0.0","0.0","WillemII","SD Huesca","WillemII","SD Huesca","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2021","2019","2021","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_9661","240050","0.8807970779778825",,"Joris Gnagnon","S. Karamoko","Joris Gnagnon","S. Karamoko","0.0","0.0","SevillaFC","Paris FC","SevillaFC","Paris FC","0.0","0.0","France","France","France","France","1.0","1.0","2023","2020","2023","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_661","190247","0.8807970779778825",,"Adam Lallana","J. Brayford","Adam Lallana","J. Brayford","0.0","0.0","Liverpool","Burton Albion","Liverpool","Burton Albion","0.0","0.0","England","England","England","England","1.0","1.0","2020","2019","2020","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_6518","184858","0.8807970779778825",,"DiegoÂngelo","Alan Kardec","DiegoÂngelo","Alan Kardec","0.0","0.0","Antalyaspor","Chongqing Dangdai Lifan FC SWM Team","Antalyaspor","Chongqing Dangdai Lifan FC SWM Team","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0","2019","2020","2019","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_10100","20801","0.8807970779778825","1","CristianoRonaldo","Cristiano Ronaldo","CristianoRonaldo","Cristiano Ronaldo","0.8125","0.8125","Juventus","Juventus","Juventus","Juventus","1.0","1.0","Portugal","Portugal","Portugal","Portugal","1.0","1.0","2022","2022","2022","2022","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_959","199801","0.8807970779778825",,"Patric Klandt","F. Burmeister","Patric Klandt","F. Burmeister","0.0","0.0","1.FCNuremberg","Eintracht Braunschweig","1.FCNuremberg","Eintracht Braunschweig","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","2019","2020","2019","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_647","236536","0.8807970779778825",,"Bernd Leno","J. Sievers","Bernd Leno","J. Sievers","0.0","0.0","Arsenal","1. FC Kaiserslautern","Arsenal","1. FC Kaiserslautern","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","2023","2021","2023","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_8774","226601","0.8807970779778825",,"Pedrão","Vitor Hugo","Pedrão","Vitor Hugo","0.0","0.0","Vit.Guimarães","Fiorentina","Vit.Guimarães","Fiorentina","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0","2022","2021","2022","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_6415","193206","0.8807970779778825",,"Dominic Ball","O. Lee","Dominic Ball","O. Lee","0.0","0.0","AberdeenFC","Heart of Midlothian","AberdeenFC","Heart of Midlothian","0.0","0.0","England","England","England","England","1.0","1.0","2019","2021","2019","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_1833","224088","0.8807970779778825",,"Ludovic Butelle","N. Atangana","Ludovic Butelle","N. Atangana","0.0","0.0","SCOAngers","Cheltenham Town","SCOAngers","Cheltenham Town","0.0","0.0","France","France","France","France","1.0","1.0","2020","2019","2020","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_346","227770","0.8807970779778825",,"Will Hughes","M. Boney","Will Hughes","M. Boney","0.0","0.0","Watford","Blackpool","Watford","Blackpool","0.0","0.0","England","England","England","England","1.0","1.0","2022","2019","2022","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_9210","225189","0.8807970779778825",,"Riccardo Meggiorini","S. Bastoni","Riccardo Meggiorini","S. Bastoni","0.0","0.0","ChievoVerona","Spezia","ChievoVerona","Spezia","0.0","0.0","Italy","Italy","Italy","Italy","1.0","1.0","2020","2023","2020","2023","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_7293","236468","0.8807970779778825",,"Haydar Yilmaz","A. Aktas","Haydar Yilmaz","A. Aktas","0.0","0.0","Alanyaspor","Stade de Reims","Alanyaspor","Stade de Reims","0.0","0.0","Turkey","Turkey","Turkey","Turkey","1.0","1.0","2019","2021","2019","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_1350","234388","0.8807970779778825",,"Dominik Kohr","M. Wachs","Dominik Kohr","M. Wachs","0.0","0.0","Bay.Leverkusen","SV Wehen Wiesbaden","Bay.Leverkusen","SV Wehen Wiesbaden","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","2021","2020","2021","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_450","227880","0.8807970779778825",,"Karl Darlow","C. Stokes","Karl Darlow","C. Stokes","0.0","0.0","Newcastle","Bury","Newcastle","Bury","0.0","0.0","England","England","England","England","1.0","1.0","2020","2020","2020","2020","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_3197","241647","0.8807970779778825",,"Joel Andersson","J. Qwiberg","Joel Andersson","J. Qwiberg","0.0","0.0","FCMidtjylland","San Jose Earthquakes","FCMidtjylland","San Jose Earthquakes","0.0","0.0","Sweden","Sweden","Sweden","Sweden","1.0","1.0","2023","2020","2023","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_450","227881","0.8807970779778825",,"Karl Darlow","S. McWilliams","Karl Darlow","S. McWilliams","0.0","0.0","Newcastle","Northampton Town","Newcastle","Northampton Town","0.0","0.0","England","England","England","England","1.0","1.0","2020","2020","2020","2020","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_7377","239076","0.8807970779778825",,"Joseph Attamah","A. Nurudeen","Joseph Attamah","A. Nurudeen","0.0","0.0","Basaksehir","KAS Eupen","Basaksehir","KAS Eupen","0.0","0.0","Ghana","Ghana","Ghana","Ghana","1.0","1.0","2020","2020","2020","2020","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_9702","202477","0.8807970779778825",,"Carles Aleñà","Deulofeu","Carles Aleñà","Deulofeu","0.0","0.0","FCBarcelona","Watford","FCBarcelona","Watford","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2022","2023","2022","2023","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_10088","165531","0.8807970779778825",,"Mauro Icardi","I. Sosa","Mauro Icardi","I. Sosa","0.0","0.0","Inter","Tigres U.A.N.L.","Inter","Tigres U.A.N.L.","0.0","0.0","Argentina","Argentina","Argentina","Argentina","1.0","1.0","2021","2020","2021","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_2795","139862","0.8807970779778825",,"Stanley N'Soki","J. Marveaux","Stanley N'Soki","J. Marveaux","0.0","0.0","ParisSG","GFC Ajaccio","ParisSG","GFC Ajaccio","0.0","0.0","France","France","France","France","1.0","1.0","2021","2019","2021","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_2149","186589",,"0","Adil Rami","I. Radovanović","Adil Rami","I. Radovanović","0.06666666666666667","0.06666666666666667","Marseille","Chievo Verona","Marseille","Chievo Verona","0.0","0.0","France","Serbia","France","Serbia","0.0","0.0","2021","2022","2021","2022","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_1048","234910","0.8807970779778825",,"Uros Nikolic","V. Selimović","Uros Nikolic","V. Selimović","0.0","0.0","M.TelAviv","FC Metz","M.TelAviv","FC Metz","0.0","0.0","Serbia","Serbia","Serbia","Serbia","1.0","1.0","2020","2019","2020","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_7658","239953",,"0","Ousmane Coulibaly","Léo Jabá","Ousmane Coulibaly","Léo Jabá","0.0","0.0","Panathinaikos","PAOK","Panathinaikos","PAOK","0.0","0.0","Mali","Brazil","Mali","Brazil","0.0","0.0","2019","2023","2019","2023","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_7007","231754","0.8807970779778825",,"Brent Gabriël","M. Ngombo","Brent Gabriël","M. Ngombo","0.0","0.0","ClubBrugge","Ascoli","ClubBrugge","Ascoli","0.0","0.0","Belgium","Belgium","Belgium","Belgium","1.0","1.0","2021","2021","2021","2021","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_4868","188131","0.8807970779778825",,"Milos Markovic","N. Rnić","Milos Markovic","N. Rnić","0.0","0.0","Rad","Wolfsberger AC","Rad","Wolfsberger AC","0.0","0.0","Serbia","Serbia","Serbia","Serbia","1.0","1.0","2019","2020","2019","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_3061","241508","0.8807970779778825",,"Johnny Thomsen","M. Damsgaard","Johnny Thomsen","M. Damsgaard","0.0","0.0","RandersFC","FC Nordsjælland","RandersFC","FC Nordsjælland","0.0","0.0","Denmark","Denmark","Denmark","Denmark","1.0","1.0","2019","2022","2019","2022","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_1108","192661","0.8807970779778825",,"Mike Frantz","M. Schulze","Mike Frantz","M. Schulze","0.0","0.0","SCFreiburg","VfL Sportfreunde Lotte","SCFreiburg","VfL Sportfreunde Lotte","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","2020","2019","2020","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_410","240336","0.8807970779778825",,"Danny Ings","T. Chakwana","Danny Ings","T. Chakwana","0.0","0.0","Southampton","Burnley","Southampton","Burnley","0.0","0.0","England","England","England","England","1.0","1.0","2019","2019","2019","2019","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_6460","203048","0.8807970779778825",,"Peter Hartley","J. Riley","Peter Hartley","J. Riley","0.07692307692307693","0.07692307692307693","MotherwellFC","Plymouth Argyle","MotherwellFC","Plymouth Argyle","0.0","0.0","England","England","England","England","1.0","1.0","2020","2020","2020","2020","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_5968","205026","0.8807970779778825",,"Leigh Griffiths","S. Byrne","Leigh Griffiths","S. Byrne","0.0","0.0","Celtic","Livingston FC","Celtic","Livingston FC","0.0","0.0","Scotland","Scotland","Scotland","Scotland","1.0","1.0","2022","2020","2022","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_1293","194727","0.8807970779778825",,"Tobias Strobl","D. Contento","Tobias Strobl","D. Contento","0.0","0.0","Bor.M'gladbach","Fortuna Düsseldorf","Bor.M'gladbach","Fortuna Düsseldorf","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","2020","2020","2020","2020","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_6368","199909","0.8807970779778825",,"Thomas Salamon","P. Pervan","Thomas Salamon","P. Pervan","0.0","0.0","AustriaVienna","VfL Wolfsburg","AustriaVienna","VfL Wolfsburg","0.0","0.0","Austria","Austria","Austria","Austria","1.0","1.0","2019","2021","2019","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_8983","220093","0.8807970779778825",,"Pele vanAnholt","H. Hateboer","Pele vanAnholt","H. Hateboer","0.0","0.0","NACBreda","Atalanta","NACBreda","Atalanta","0.0","0.0","Netherlands","Netherlands","Netherlands","Netherlands","1.0","1.0","2020","2020","2020","2020","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_535","220611","0.8807970779778825",,"Hamza Choudhury","J. Hamon","Hamza Choudhury","J. Hamon","0.14285714285714285","0.14285714285714285","Leicester","Exeter City","Leicester","Exeter City","0.0","0.0","England","England","England","England","1.0","1.0","2022","2019","2022","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_9139","241835","0.8807970779778825",,"Ben Rienstra","J. Hornkamp","Ben Rienstra","J. Hornkamp","0.0","0.0","Heerenveen","SC Heerenveen","Heerenveen","SC Heerenveen","0.5","0.5","Netherlands","Netherlands","Netherlands","Netherlands","1.0","1.0","2021","2019","2021","2019","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_5558","226773","0.8807970779778825",,"Jordi Quintillà","P. Diop","Jordi Quintillà","P. Diop","0.0","0.0","FCSt.Gallen","Olympique Lyonnais","FCSt.Gallen","Olympique Lyonnais","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2020","2022","2020","2022","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_612","243931","0.8807970779778825",,"Ander Herrera","Gori López","Ander Herrera","Gori López","0.0","0.0","ManUtd","CF Reus Deportiu","ManUtd","CF Reus Deportiu","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2019","2019","2019","2019","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_9983","240385","0.8807970779778825",,"Nicola Murru","N. Zanellato","Nicola Murru","N. Zanellato","0.0","0.0","Sampdoria","Crotone","Sampdoria","Crotone","0.0","0.0","Italy","Italy","Italy","Italy","1.0","1.0","2022","2021","2022","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_8470","230337","0.8807970779778825",,"MatheusÍndio","Andeson Trigo","MatheusÍndio","Andeson Trigo","0.0","0.0","Boavista","Fluminense","Boavista","Fluminense","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0","2019","2021","2019","2021","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_10187","192387","0.8807970779778825","1","Ciro Immobile","C. Immobile","Ciro Immobile","C. Immobile","0.7","0.7","Lazio","Lazio","Lazio","Lazio","1.0","1.0","Italy","Italy","Italy","Italy","1.0","1.0","2023","2023","2023","2023","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_779","242603","0.8807970779778825",,"Aymeric Laporte","H. Marcelin","Aymeric Laporte","H. Marcelin","0.0","0.0","ManCity","AJ Auxerre","ManCity","AJ Auxerre","0.0","0.0","France","France","France","France","1.0","1.0","2023","2023","2023","2023","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_9723","192448","0.8807970779778825","1","Marc0André terStegen","M. ter Stegen","Marc0André terStegen","M. ter Stegen","0.375","0.375","FCBarcelona","FC Barcelona","FCBarcelona","FC Barcelona","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","2022","2022","2022","2022","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_5359","203357","0.8807970779778825",,"Hakeem Odofin","D. Potts","Hakeem Odofin","D. Potts","0.0","0.0","LivingstonFC","Luton Town","LivingstonFC","Luton Town","0.0","0.0","England","England","England","England","1.0","1.0","2021","2021","2021","2021","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_9345","146636","0.8807970779778825",,"Mario Suárez","José Juan","Mario Suárez","José Juan","0.0","0.0","RayoVallecano","Elche CF","RayoVallecano","Elche CF","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2019","2019","2019","2019","1.0","1.0",,,,,,
"WekaMatchingRule","prediction_3474","241085","0.8807970779778825",,"Matthias Hamrol","L. Tempelmann","Matthias Hamrol","L. Tempelmann","0.0","0.0","KoronaKielce","SC Freiburg","KoronaKielce","SC Freiburg","0.0","0.0","Germany","Germany","Germany","Germany","1.0","1.0","2019","2020","2019","2020","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_1779","211591","0.8807970779778825",,"Ryan Bouallak","M. Dembélé","Ryan Bouallak","M. Dembélé","0.0","0.0","Reims","Olympique Lyonnais","Reims","Olympique Lyonnais","0.0","0.0","France","France","France","France","1.0","1.0","1582","2023","1582","2023","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_625","236515","0.8807970779778825",,"David deGea","Álvaro","David deGea","Álvaro","0.0","0.0","ManUtd","Extremadura UD","ManUtd","Extremadura UD","0.0","0.0","Spain","Spain","Spain","Spain","1.0","1.0","2019","0001","2019","0001","0.0","0.0",,,,,,
"WekaMatchingRule","prediction_8643","230517","0.8807970779778825",,"AndréLuis","Tiagildo Serra","AndréLuis","Tiagildo Serra","0.0","0.0","Chaves","Sport Club do Recife","Chaves","Sport Club do Recife","0.0","0.0","Brazil","Brazil","Brazil","Brazil","1.0","1.0","2022","2021","2022","2021","0.0","0.0",,,,,,
